,path,label_str
763,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_IEO_SAD_LO.wav,sad
764,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_ITH_NEU_XX.wav,neutral
765,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_TAI_ANG_XX.wav,angry
766,drive/My Drive/Speech Emotion Recognition/data/CREMA/1026_IEO_ANG_LO.wav,angry
767,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_IWL_NEU_XX.wav,neutral
768,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_TIE_ANG_XX.wav,angry
769,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_TSI_SAD_XX.wav,sad
770,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_IEO_ANG_MD.wav,angry
771,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_ITS_ANG_XX.wav,angry
772,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_IEO_SAD_MD.wav,sad
773,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_IEO_HAP_LO.wav,happy
774,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_TAI_HAP_XX.wav,happy
775,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-02-16.wav,neutral
776,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-02-18.wav,neutral
777,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_DFA_ANG_XX.wav,angry
778,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_ITH_NEU_XX.wav,neutral
779,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_ITS_NEU_XX.wav,neutral
780,drive/My Drive/Speech Emotion Recognition/data/CREMA/1019_TAI_SAD_XX.wav,sad
781,drive/My Drive/Speech Emotion Recognition/data/CREMA/1007_MTI_NEU_XX.wav,neutral
782,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_IWW_HAP_XX.wav,happy
783,drive/My Drive/Speech Emotion Recognition/data/CREMA/1066_WSI_ANG_XX.wav,angry
784,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_IWL_NEU_XX.wav,neutral
785,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_TIE_HAP_XX.wav,happy
786,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_IEO_NEU_XX.wav,neutral
787,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-02-10.wav,sad
788,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_IWW_ANG_XX.wav,angry
789,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-02-21.wav,neutral
790,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_ITS_HAP_XX.wav,happy
791,drive/My Drive/Speech Emotion Recognition/data/CREMA/1003_TIE_ANG_XX.wav,angry
792,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-01-21.wav,neutral
793,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_DFA_HAP_XX.wav,happy
794,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-02-01-24.wav,happy
795,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_ITH_ANG_XX.wav,angry
796,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_ITH_HAP_XX.wav,happy
797,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_IOM_NEU_XX.wav,neutral
798,drive/My Drive/Speech Emotion Recognition/data/CREMA/1050_IOM_SAD_XX.wav,sad
799,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_IWW_SAD_XX.wav,sad
800,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_MTI_SAD_XX.wav,sad
801,drive/My Drive/Speech Emotion Recognition/data/CREMA/1034_IEO_NEU_XX.wav,neutral
802,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_IOM_NEU_XX.wav,neutral
803,drive/My Drive/Speech Emotion Recognition/data/CREMA/1026_DFA_HAP_XX.wav,happy
804,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_IEO_ANG_MD.wav,angry
805,drive/My Drive/Speech Emotion Recognition/data/CREMA/1044_IOM_HAP_XX.wav,happy
806,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_MTI_HAP_XX.wav,happy
807,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_ITH_NEU_XX.wav,neutral
808,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_IWL_HAP_XX.wav,happy
809,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_IEO_ANG_MD.wav,angry
810,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IEO_ANG_MD.wav,angry
811,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_IOM_NEU_XX.wav,neutral
812,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_DFA_HAP_XX.wav,happy
813,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_IOM_HAP_XX.wav,happy
814,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-01.wav,neutral
815,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-02-24.wav,angry
816,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_TSI_SAD_XX.wav,sad
817,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_ITH_ANG_XX.wav,angry
818,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-02-01-09.wav,happy
819,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_ITS_SAD_XX.wav,sad
820,drive/My Drive/Speech Emotion Recognition/data/CREMA/1067_ITS_HAP_XX.wav,happy
821,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_TIE_ANG_XX.wav,angry
822,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_TAI_HAP_XX.wav,happy
823,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_WSI_ANG_XX.wav,angry
824,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_DFA_HAP_XX.wav,happy
825,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_DFA_HAP_XX.wav,happy
826,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_MTI_HAP_XX.wav,happy
827,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_WSI_HAP_XX.wav,happy
828,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-01-14.wav,angry
829,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_IOM_NEU_XX.wav,neutral
830,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_ITH_NEU_XX.wav,neutral
831,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-02-17.wav,sad
832,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_TIE_SAD_XX.wav,sad
833,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_WSI_ANG_XX.wav,angry
834,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_ITH_NEU_XX.wav,neutral
835,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_ITH_ANG_XX.wav,angry
836,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_ITS_ANG_XX.wav,angry
837,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_ITH_NEU_XX.wav,neutral
838,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_IOM_SAD_XX.wav,sad
839,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_IWW_ANG_XX.wav,angry
840,drive/My Drive/Speech Emotion Recognition/data/CREMA/1003_DFA_ANG_XX.wav,angry
841,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_TAI_SAD_XX.wav,sad
842,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_ITH_NEU_XX.wav,neutral
843,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_DFA_NEU_XX.wav,neutral
844,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_IWL_HAP_XX.wav,happy
845,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_MTI_SAD_XX.wav,sad
846,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_IWW_SAD_XX.wav,sad
847,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_MTI_SAD_XX.wav,sad
848,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-12.wav,neutral
849,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-02-05.wav,angry
850,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_TAI_SAD_XX.wav,sad
851,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_TSI_HAP_XX.wav,happy
852,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_ITS_SAD_XX.wav,sad
853,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_IEO_SAD_HI.wav,sad
854,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_IEO_HAP_MD.wav,happy
855,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-01-02-21.wav,angry
856,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_TIE_SAD_XX.wav,sad
857,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_TSI_SAD_XX.wav,sad
858,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_ITH_NEU_XX.wav,neutral
859,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-01-02-20.wav,neutral
860,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_WSI_HAP_XX.wav,happy
861,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_ITS_NEU_XX.wav,neutral
862,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-02-01-13.wav,sad
863,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_IEO_SAD_LO.wav,sad
864,drive/My Drive/Speech Emotion Recognition/data/CREMA/1042_IWL_HAP_XX.wav,happy
865,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_IWW_ANG_XX.wav,angry
866,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_ITS_NEU_XX.wav,neutral
867,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_IEO_HAP_LO.wav,happy
868,drive/My Drive/Speech Emotion Recognition/data/CREMA/1019_IEO_ANG_HI.wav,angry
869,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_MTI_ANG_XX.wav,angry
870,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-01-01-09.wav,neutral
871,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_ITS_ANG_XX.wav,angry
872,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_DFA_SAD_XX.wav,sad
873,drive/My Drive/Speech Emotion Recognition/data/CREMA/1044_ITH_NEU_XX.wav,neutral
874,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_ITS_SAD_XX.wav,sad
875,drive/My Drive/Speech Emotion Recognition/data/CREMA/1067_IOM_HAP_XX.wav,happy
876,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-02-02.wav,happy
877,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-01-15.wav,neutral
878,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_ITS_HAP_XX.wav,happy
879,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_WSI_NEU_XX.wav,neutral
880,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-02-15.wav,happy
881,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_TIE_SAD_XX.wav,sad
882,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-02-11.wav,neutral
883,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_DFA_SAD_XX.wav,sad
884,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_TAI_ANG_XX.wav,angry
885,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-01-02-14.wav,neutral
886,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_IEO_HAP_LO.wav,happy
887,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_DFA_ANG_XX.wav,angry
888,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_IWL_ANG_XX.wav,angry
889,drive/My Drive/Speech Emotion Recognition/data/CREMA/1060_IOM_HAP_XX.wav,happy
890,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_WSI_SAD_XX.wav,sad
891,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_IOM_NEU_XX.wav,neutral
892,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_IEO_ANG_MD.wav,angry
893,drive/My Drive/Speech Emotion Recognition/data/CREMA/1025_MTI_NEU_XX.wav,neutral
894,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-02-16.wav,happy
895,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_MTI_NEU_XX.wav,neutral
896,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_IEO_ANG_LO.wav,angry
897,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_DFA_SAD_XX.wav,sad
898,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-02-05.wav,happy
899,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_TAI_SAD_XX.wav,sad
900,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_WSI_ANG_XX.wav,angry
901,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_TSI_HAP_XX.wav,happy
902,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_TIE_HAP_XX.wav,happy
903,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-02-02-17.wav,happy
904,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_TAI_NEU_XX.wav,neutral
905,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_IWL_SAD_XX.wav,sad
906,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_IEO_HAP_LO.wav,happy
907,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_ITH_SAD_XX.wav,sad
908,drive/My Drive/Speech Emotion Recognition/data/CREMA/1042_DFA_NEU_XX.wav,neutral
909,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_IEO_SAD_HI.wav,sad
910,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_ITS_ANG_XX.wav,angry
911,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_TAI_HAP_XX.wav,happy
912,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_IWW_SAD_XX.wav,sad
913,drive/My Drive/Speech Emotion Recognition/data/CREMA/1044_TSI_SAD_XX.wav,sad
914,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_ITH_SAD_XX.wav,sad
915,drive/My Drive/Speech Emotion Recognition/data/CREMA/1023_TSI_NEU_XX.wav,neutral
916,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_ITS_ANG_XX.wav,angry
917,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_IOM_HAP_XX.wav,happy
918,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-02-19.wav,neutral
919,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-01-01-02.wav,sad
920,drive/My Drive/Speech Emotion Recognition/data/CREMA/1031_TSI_NEU_XX.wav,neutral
921,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_TSI_ANG_XX.wav,angry
922,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_ITS_SAD_XX.wav,sad
923,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_IWL_ANG_XX.wav,angry
924,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_ITH_ANG_XX.wav,angry
925,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_DFA_HAP_XX.wav,happy
926,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-01-10.wav,neutral
927,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_IWW_NEU_XX.wav,neutral
928,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_IOM_NEU_XX.wav,neutral
929,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_IEO_ANG_LO.wav,angry
930,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_DFA_NEU_XX.wav,neutral
931,drive/My Drive/Speech Emotion Recognition/data/CREMA/1047_TAI_SAD_XX.wav,sad
932,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_TSI_NEU_XX.wav,neutral
933,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_ITH_HAP_XX.wav,happy
934,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_TIE_ANG_XX.wav,angry
935,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-01-17.wav,sad
936,drive/My Drive/Speech Emotion Recognition/data/CREMA/1023_WSI_ANG_XX.wav,angry
937,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_TAI_HAP_XX.wav,happy
938,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_TSI_NEU_XX.wav,neutral
939,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-01-01-14.wav,neutral
940,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_WSI_SAD_XX.wav,sad
941,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-01-01-22.wav,angry
942,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-01-01-23.wav,happy
943,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_TAI_HAP_XX.wav,happy
944,drive/My Drive/Speech Emotion Recognition/data/CREMA/1055_IEO_ANG_LO.wav,angry
945,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_ITS_ANG_XX.wav,angry
946,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_WSI_HAP_XX.wav,happy
947,drive/My Drive/Speech Emotion Recognition/data/CREMA/1019_IWW_NEU_XX.wav,neutral
948,drive/My Drive/Speech Emotion Recognition/data/CREMA/1031_ITH_HAP_XX.wav,happy
949,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_ITH_NEU_XX.wav,neutral
950,drive/My Drive/Speech Emotion Recognition/data/CREMA/1039_TSI_NEU_XX.wav,neutral
951,drive/My Drive/Speech Emotion Recognition/data/CREMA/1026_TSI_HAP_XX.wav,happy
952,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_MTI_SAD_XX.wav,sad
953,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_ITH_SAD_XX.wav,sad
954,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-01-01-14.wav,sad
955,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_WSI_ANG_XX.wav,angry
956,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_IWW_SAD_XX.wav,sad
957,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_IWL_HAP_XX.wav,happy
958,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-20.wav,neutral
959,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_IWW_SAD_XX.wav,sad
960,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_TAI_HAP_XX.wav,happy
961,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-02-23.wav,neutral
962,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_IWL_HAP_XX.wav,happy
963,drive/My Drive/Speech Emotion Recognition/data/CREMA/1019_TSI_ANG_XX.wav,angry
964,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_IEO_ANG_MD.wav,angry
965,drive/My Drive/Speech Emotion Recognition/data/CREMA/1014_IOM_SAD_XX.wav,sad
966,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_MTI_HAP_XX.wav,happy
967,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_ITS_ANG_XX.wav,angry
968,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_TAI_ANG_XX.wav,angry
969,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_IEO_ANG_MD.wav,angry
970,drive/My Drive/Speech Emotion Recognition/data/CREMA/1031_TAI_SAD_XX.wav,sad
971,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_IWW_ANG_XX.wav,angry
972,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-01-13.wav,neutral
973,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IEO_ANG_HI.wav,angry
974,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_IWW_NEU_XX.wav,neutral
975,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-02-04.wav,sad
976,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-23.wav,neutral
977,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_ITS_SAD_XX.wav,sad
978,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-02-18.wav,happy
979,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_WSI_HAP_XX.wav,happy
980,drive/My Drive/Speech Emotion Recognition/data/CREMA/1042_IEO_HAP_HI.wav,happy
981,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_ITH_HAP_XX.wav,happy
982,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-02-06.wav,sad
983,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-01-01-18.wav,neutral
984,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_TIE_SAD_XX.wav,sad
985,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_IEO_ANG_HI.wav,angry
986,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-05.wav,neutral
987,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_DFA_HAP_XX.wav,happy
988,drive/My Drive/Speech Emotion Recognition/data/CREMA/1060_TIE_ANG_XX.wav,angry
989,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-01-02-11.wav,angry
990,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_IWW_HAP_XX.wav,happy
991,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_DFA_HAP_XX.wav,happy
992,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_IWL_ANG_XX.wav,angry
993,drive/My Drive/Speech Emotion Recognition/data/CREMA/1042_ITH_HAP_XX.wav,happy
994,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-02-23.wav,neutral
995,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_IEO_SAD_LO.wav,sad
996,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_ITS_HAP_XX.wav,happy
997,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_IEO_HAP_HI.wav,happy
998,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_IWW_ANG_XX.wav,angry
999,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_WSI_NEU_XX.wav,neutral
1000,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_MTI_ANG_XX.wav,angry
1001,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_TSI_SAD_XX.wav,sad
1002,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_DFA_HAP_XX.wav,happy
1003,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_IEO_NEU_XX.wav,neutral
1004,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-01-23.wav,neutral
1005,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_WSI_ANG_XX.wav,angry
1006,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_TIE_NEU_XX.wav,neutral
1007,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_IEO_SAD_HI.wav,sad
1008,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_IEO_SAD_LO.wav,sad
1009,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_TSI_NEU_XX.wav,neutral
1010,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_IEO_ANG_LO.wav,angry
1011,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_DFA_NEU_XX.wav,neutral
1012,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_IWW_SAD_XX.wav,sad
1013,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_TAI_ANG_XX.wav,angry
1014,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_DFA_ANG_XX.wav,angry
1015,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_IEO_ANG_HI.wav,angry
1016,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-02-10.wav,neutral
1017,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_TIE_ANG_XX.wav,angry
1018,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-02-07.wav,neutral
1019,drive/My Drive/Speech Emotion Recognition/data/CREMA/1033_IWL_SAD_XX.wav,sad
1020,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_TAI_NEU_XX.wav,neutral
1021,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_TAI_NEU_XX.wav,neutral
1022,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_MTI_SAD_XX.wav,sad
1023,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_ITH_ANG_XX.wav,angry
1024,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_MTI_HAP_XX.wav,happy
1025,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_TIE_SAD_XX.wav,sad
1026,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-02-02-10.wav,happy
1027,drive/My Drive/Speech Emotion Recognition/data/CREMA/1014_TSI_NEU_XX.wav,neutral
1028,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_TSI_HAP_XX.wav,happy
1029,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_WSI_ANG_XX.wav,angry
1030,drive/My Drive/Speech Emotion Recognition/data/CREMA/1033_ITS_HAP_XX.wav,happy
1031,drive/My Drive/Speech Emotion Recognition/data/CREMA/1055_TAI_NEU_XX.wav,neutral
1032,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_ITS_NEU_XX.wav,neutral
1033,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_ITS_NEU_XX.wav,neutral
1034,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_IWL_ANG_XX.wav,angry
1035,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_TAI_ANG_XX.wav,angry
1036,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_TSI_ANG_XX.wav,angry
1037,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_DFA_NEU_XX.wav,neutral
1038,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-09.wav,neutral
1039,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_TAI_SAD_XX.wav,sad
1040,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_ITH_SAD_XX.wav,sad
1041,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_TIE_SAD_XX.wav,sad
1042,drive/My Drive/Speech Emotion Recognition/data/CREMA/1067_IOM_SAD_XX.wav,sad
1043,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_ITH_ANG_XX.wav,angry
